号码ID,号码,状态码,呼叫结果,是否可拨,呼叫人,标题,名字,中间名,姓氏,地址1,地址2,地址3,城市,区号,地区,邮编,省份,性别,备用电话,邮箱,描述,生日,呼叫次数,呼叫时间,导入时间,
102293,9999002508,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:36,2015-03-04 16:27:38,
102298,9999002513,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:36,2015-03-04 16:27:38,
102299,9999002514,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:36,2015-03-04 16:27:38,
102303,9999002518,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:36,2015-03-04 16:27:38,
102308,9999002523,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:40,2015-03-04 16:27:38,
102309,9999002524,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:40,2015-03-04 16:27:38,
102313,9999002528,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:44,2015-03-04 16:27:38,
102318,9999002533,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:48,2015-03-04 16:27:38,
102319,9999002534,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:52,2015-03-04 16:27:38,
102323,9999002538,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:52,2015-03-04 16:27:38,
102328,9999002543,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:52,2015-03-04 16:27:38,
102329,9999002544,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:52,2015-03-04 16:27:38,
102333,9999002548,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:56,2015-03-04 16:27:38,
102338,9999002553,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:04,2015-03-04 16:27:38,
102339,9999002554,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:04,2015-03-04 16:27:38,
102343,9999002558,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102348,9999002563,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102349,9999002564,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102353,9999002568,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102358,9999002573,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102359,9999002574,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102363,9999002578,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:19,2015-03-04 16:27:38,
102368,9999002583,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:19,2015-03-04 16:27:38,
102369,9999002584,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:19,2015-03-04 16:27:38,
102373,9999002588,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:23,2015-03-04 16:27:38,
102378,9999002593,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:27,2015-03-04 16:27:38,
102379,9999002594,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:27,2015-03-04 16:27:38,
102383,9999002598,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:41,2015-03-04 16:27:38,
102388,9999002603,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:41,2015-03-04 16:27:38,
102389,9999002604,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:45,2015-03-04 16:27:38,
102393,9999002608,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:45,2015-03-04 16:27:38,
102398,9999002613,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:45,2015-03-04 16:27:38,
102399,9999002614,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:45,2015-03-04 16:27:38,
102403,9999002618,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:45,2015-03-04 16:27:38,
102408,9999002623,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:49,2015-03-04 16:27:38,
102409,9999002624,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:53,2015-03-04 16:27:38,
102413,9999002628,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:56,2015-03-04 16:27:38,
102418,9999002633,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:56,2015-03-04 16:27:38,
102419,9999002634,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:04,2015-03-04 16:27:38,
102423,9999002638,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:08,2015-03-04 16:27:38,
102428,9999002643,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:08,2015-03-04 16:27:38,
102429,9999002644,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:08,2015-03-04 16:27:38,
102433,9999002648,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:08,2015-03-04 16:27:38,
102438,9999002653,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:12,2015-03-04 16:27:38,
102439,9999002654,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:12,2015-03-04 16:27:38,
102443,9999002658,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:12,2015-03-04 16:27:38,
102448,9999002663,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:12,2015-03-04 16:27:38,
102449,9999002664,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:12,2015-03-04 16:27:38,
102453,9999002668,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:16,2015-03-04 16:27:38,
102458,9999002673,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:20,2015-03-04 16:27:38,
102459,9999002674,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:20,2015-03-04 16:27:38,
102463,9999002678,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:20,2015-03-04 16:27:38,
102468,9999002683,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:33,2015-03-04 16:27:38,
102469,9999002684,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:33,2015-03-04 16:27:38,
102473,9999002688,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:37,2015-03-04 16:27:38,
102478,9999002693,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:37,2015-03-04 16:27:38,
102479,9999002694,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:37,2015-03-04 16:27:38,
102483,9999002698,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:37,2015-03-04 16:27:38,
102488,9999002703,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102489,9999002704,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102493,9999002708,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102498,9999002713,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102499,9999002714,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102503,9999002718,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:41,2015-03-04 16:27:38,
102508,9999002723,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:45,2015-03-04 16:27:38,
102509,9999002724,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:45,2015-03-04 16:27:38,
102513,9999002728,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:45,2015-03-04 16:27:38,
102518,9999002733,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:59,2015-03-04 16:27:38,
102519,9999002734,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:59,2015-03-04 16:27:38,
102523,9999002738,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102528,9999002743,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102529,9999002744,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102533,9999002748,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102538,9999002753,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102539,9999002754,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:07,2015-03-04 16:27:38,
102543,9999002758,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:12,2015-03-04 16:27:38,
102548,9999002763,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:12,2015-03-04 16:27:38,
102549,9999002764,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:16,2015-03-04 16:27:38,
102553,9999002768,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:16,2015-03-04 16:27:38,
102558,9999002773,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:16,2015-03-04 16:27:38,
102559,9999002774,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:16,2015-03-04 16:27:38,
102563,9999002778,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:16,2015-03-04 16:27:38,
102568,9999002783,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:20,2015-03-04 16:27:38,
102569,9999002784,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:20,2015-03-04 16:27:38,
102573,9999002788,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:26,2015-03-04 16:27:38,
102578,9999002793,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:31,2015-03-04 16:27:38,
102579,9999002794,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:31,2015-03-04 16:27:38,
102583,9999002798,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:36,2015-03-04 16:27:38,
102588,9999002803,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:36,2015-03-04 16:27:38,
102589,9999002804,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:36,2015-03-04 16:27:38,
102593,9999002808,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:43,2015-03-04 16:27:38,
102598,9999002813,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:56,2015-03-04 16:27:38,
102599,9999002814,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:56,2015-03-04 16:27:38,
102603,9999002818,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:56,2015-03-04 16:27:38,
102608,9999002823,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102609,9999002824,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102613,9999002828,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102618,9999002833,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102619,9999002834,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102623,9999002838,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102628,9999002843,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:04,2015-03-04 16:27:38,
102629,9999002844,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:04,2015-03-04 16:27:38,
102633,9999002848,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:10,2015-03-04 16:27:38,
102638,9999002853,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:10,2015-03-04 16:27:38,
102639,9999002854,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:10,2015-03-04 16:27:38,
102643,9999002858,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:10,2015-03-04 16:27:38,
102648,9999002863,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:14,2015-03-04 16:27:38,
102649,9999002864,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:18,2015-03-04 16:27:38,
102653,9999002868,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:28,2015-03-04 16:27:38,
102658,9999002873,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:31,2015-03-04 16:27:38,
102659,9999002874,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:31,2015-03-04 16:27:38,
102663,9999002878,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:35,2015-03-04 16:27:38,
102668,9999002883,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:35,2015-03-04 16:27:38,
102669,9999002884,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:35,2015-03-04 16:27:38,
102673,9999002888,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:35,2015-03-04 16:27:38,
102678,9999002893,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:40,2015-03-04 16:27:38,
102679,9999002894,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:40,2015-03-04 16:27:38,
102683,9999002898,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:40,2015-03-04 16:27:38,
102688,9999002903,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:48,2015-03-04 16:27:38,
102689,9999002904,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:48,2015-03-04 16:27:38,
102693,9999002908,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:48,2015-03-04 16:27:38,
102698,9999002913,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:48,2015-03-04 16:27:38,
102699,9999002914,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:48,2015-03-04 16:27:38,
102703,9999002918,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:53,2015-03-04 16:27:38,
102708,9999002923,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:53,2015-03-04 16:27:39,
102709,9999002924,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:53,2015-03-04 16:27:39,
102713,9999002928,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:53,2015-03-04 16:27:39,
102718,9999002933,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:57,2015-03-04 16:27:39,
102719,9999002934,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:57,2015-03-04 16:27:39,
102723,9999002938,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:57,2015-03-04 16:27:39,
102728,9999002943,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:57,2015-03-04 16:27:39,
102729,9999002944,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:57,2015-03-04 16:27:39,
102733,9999002948,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:22,2015-03-04 16:27:39,
102738,9999002953,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:22,2015-03-04 16:27:39,
102739,9999002954,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:22,2015-03-04 16:27:39,
102743,9999002958,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:26,2015-03-04 16:27:39,
102748,9999002963,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:26,2015-03-04 16:27:39,
102749,9999002964,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:26,2015-03-04 16:27:39,
102753,9999002968,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:29,2015-03-04 16:27:39,
102758,9999002973,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:29,2015-03-04 16:27:39,
102759,9999002974,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:29,2015-03-04 16:27:39,
102763,9999002978,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:33,2015-03-04 16:27:39,
102768,9999002983,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:48,2015-03-04 16:27:39,
102769,9999002984,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:48,2015-03-04 16:27:39,
102773,9999002988,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:52,2015-03-04 16:27:39,
102778,9999002993,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:55,2015-03-04 16:27:39,
102779,9999002994,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:55,2015-03-04 16:27:39,
102783,9999002998,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:55,2015-03-04 16:27:39,
102788,9999003003,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102789,9999003004,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102793,9999003008,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102798,9999003013,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102799,9999003014,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102803,9999003018,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:55:59,2015-03-04 16:27:39,
102808,9999003023,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:03,2015-03-04 16:27:39,
102809,9999003024,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:11,2015-03-04 16:27:39,
102813,9999003028,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:16,2015-03-04 16:27:39,
102818,9999003033,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:16,2015-03-04 16:27:39,
102819,9999003034,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:16,2015-03-04 16:27:39,
102823,9999003038,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:23,2015-03-04 16:27:39,
102828,9999003043,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:23,2015-03-04 16:27:39,
102829,9999003044,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:23,2015-03-04 16:27:39,
102833,9999003048,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:23,2015-03-04 16:27:39,
102838,9999003053,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:27,2015-03-04 16:27:39,
102839,9999003054,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:27,2015-03-04 16:27:39,
102843,9999003058,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:27,2015-03-04 16:27:39,
102848,9999003063,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:35,2015-03-04 16:27:39,
102849,9999003064,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:35,2015-03-04 16:27:39,
102853,9999003068,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:39,2015-03-04 16:27:39,
102858,9999003073,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:46,2015-03-04 16:27:39,
102859,9999003074,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:46,2015-03-04 16:27:39,
102863,9999003078,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:50,2015-03-04 16:27:39,
102868,9999003083,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:50,2015-03-04 16:27:39,
102869,9999003084,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:50,2015-03-04 16:27:39,
102873,9999003088,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:50,2015-03-04 16:27:39,
102878,9999003093,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:54,2015-03-04 16:27:39,
102879,9999003094,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:54,2015-03-04 16:27:39,
102883,9999003098,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:54,2015-03-04 16:27:39,
102888,9999003103,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:57,2015-03-04 16:27:39,
102889,9999003104,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:56:57,2015-03-04 16:27:39,
102893,9999003108,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:15,2015-03-04 16:27:39,
102898,9999003113,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:15,2015-03-04 16:27:39,
102899,9999003114,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:15,2015-03-04 16:27:39,
102903,9999003118,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:19,2015-03-04 16:27:39,
102908,9999003123,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:19,2015-03-04 16:27:39,
102909,9999003124,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:19,2015-03-04 16:27:39,
102913,9999003128,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:19,2015-03-04 16:27:39,
102918,9999003133,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:23,2015-03-04 16:27:39,
102919,9999003134,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:23,2015-03-04 16:27:39,
102923,9999003138,B,关机,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:23,2015-03-04 16:27:39,
